AgeGroup,Divorced,YearsTogether,Divorced,Province,Divorced
60 to 64 years,0.0,10 years,1,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,1,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,1.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,1,Y.T.,0.0
60 to 64 years,0.0,10 years,1,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,1,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,1.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,1,Y.T.,0.0
60 to 64 years,0.0,10 years,1,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,1,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,1,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,1,Y.T.,0.0
60 to 64 years,0.0,10 years,1,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,1,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,1,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,1,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,1,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,1.0,11 years,1,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,1.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,1.0
65 years and over,0.0,11 years,1,N.W.T.,1.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,1.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,1,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,1.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,1,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,1.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,1.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,1.0,11 years,0,N.W.T.,1.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,1.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,1,N.W.T.,1.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,1.0
65 years and over,0.0,11 years,1,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,1.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,1,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,1.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,1,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
65 years and over,0.0,11 years,0,N.W.T.,0.0
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,1,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,1,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,1,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,1,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,1,,
,,12 years,0,,
,,12 years,1,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,1,,
,,12 years,1,,
,,12 years,0,,
,,12 years,1,,
,,12 years,1,,
,,12 years,0,,
,,12 years,0,,
,,12 years,1,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,12 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,1,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,1,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,1,,
,,13 years,0,,
,,13 years,1,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,1,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,13 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,1,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,1,,
,,14 years,0,,
,,14 years,0,,
,,14 years,1,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,1,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,1,,
,,14 years,1,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,1,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,1,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,14 years,0,,
,,15 years,0,,
,,15 years,1,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,1,,
,,15 years,0,,
,,15 years,0,,
,,15 years,1,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,1,,
,,15 years,0,,
,,15 years,1,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,1,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,1,,
,,15 years,0,,
,,15 years,1,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,1,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,0,,
,,15 years,1,,
,,15 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,1,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,1,,
,,16 years,1,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,1,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,1,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,1,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,16 years,1,,
,,16 years,1,,
,,16 years,0,,
,,16 years,0,,
,,16 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,1,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,1,,
,,17 years,1,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,1,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,1,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,1,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,1,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,1,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,1,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,17 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,1,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,1,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,1,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,1,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,18 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,1,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,1,,
,,19 years,0,,
,,19 years,0,,
,,19 years,1,,
,,19 years,1,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,1,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,1,,
,,19 years,1,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,1,,
,,19 years,0,,
,,19 years,0,,
,,19 years,1,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,19 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,1,,
,,20 years,0,,
,,20 years,1,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,1,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,1,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,1,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,1,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,1,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,20 years,0,,
,,21 years,0,,
,,21 years,1,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,1,,
,,21 years,0,,
,,21 years,1,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,1,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
,,21 years,0,,
