AgeGroup,YearsTogether,Province,Divorced
35 to 39 years,38 years,Sask.,0
35 to 39 years,38 years,Sask.,0
35 to 39 years,38 years,Sask.,0
35 to 39 years,38 years,Sask.,0
35 to 39 years,38 years,Sask.,0
35 to 39 years,38 years,Sask.,0
35 to 39 years,38 years,Alta.,0
35 to 39 years,38 years,Alta.,0
35 to 39 years,38 years,Alta.,0
35 to 39 years,38 years,Alta.,0
35 to 39 years,38 years,Alta.,0
35 to 39 years,38 years,Alta.,1
35 to 39 years,38 years,Alta.,0
35 to 39 years,38 years,Alta.,0
35 to 39 years,38 years,Alta.,0
35 to 39 years,38 years,Alta.,0
35 to 39 years,38 years,B.C.,0
35 to 39 years,38 years,B.C.,1
35 to 39 years,38 years,B.C.,0
35 to 39 years,38 years,B.C.,0
35 to 39 years,38 years,B.C.,0
35 to 39 years,38 years,B.C.,0
35 to 39 years,38 years,B.C.,0
35 to 39 years,38 years,B.C.,0
35 to 39 years,38 years,B.C.,0
35 to 39 years,38 years,B.C.,0
35 to 39 years,38 years,Y.T.,0
35 to 39 years,38 years,Y.T.,0
35 to 39 years,38 years,Y.T.,0
35 to 39 years,38 years,Y.T.,0
35 to 39 years,38 years,Y.T.,0
35 to 39 years,38 years,Y.T.,1
35 to 39 years,38 years,Y.T.,0
35 to 39 years,38 years,Y.T.,0
35 to 39 years,38 years,Y.T.,1
35 to 39 years,38 years,Y.T.,0
35 to 39 years,38 years,N.W.T.,0
35 to 39 years,38 years,N.W.T.,0
35 to 39 years,38 years,N.W.T.,0
35 to 39 years,38 years,N.W.T.,0
35 to 39 years,38 years,N.W.T.,0
35 to 39 years,38 years,N.W.T.,0
35 to 39 years,38 years,N.W.T.,0
35 to 39 years,38 years,N.W.T.,0
35 to 39 years,38 years,N.W.T.,0
35 to 39 years,38 years,N.W.T.,0
35 to 39 years,39 years,N.L.,1
35 to 39 years,39 years,N.L.,0
35 to 39 years,39 years,N.L.,0
35 to 39 years,39 years,N.L.,0
35 to 39 years,39 years,N.L.,1
35 to 39 years,39 years,N.L.,0
35 to 39 years,39 years,N.L.,1
35 to 39 years,39 years,N.L.,0
35 to 39 years,39 years,N.L.,0
35 to 39 years,39 years,N.L.,0
35 to 39 years,39 years,P.E.I.,0
35 to 39 years,39 years,P.E.I.,0
35 to 39 years,39 years,P.E.I.,0
35 to 39 years,39 years,P.E.I.,0
35 to 39 years,39 years,P.E.I.,0
35 to 39 years,39 years,P.E.I.,0
35 to 39 years,39 years,P.E.I.,0
35 to 39 years,39 years,P.E.I.,0
35 to 39 years,39 years,P.E.I.,0
35 to 39 years,39 years,P.E.I.,0
35 to 39 years,39 years,N.S.,0
35 to 39 years,39 years,N.S.,1
35 to 39 years,39 years,N.S.,0
35 to 39 years,39 years,N.S.,0
35 to 39 years,39 years,N.S.,0
35 to 39 years,39 years,N.S.,0
35 to 39 years,39 years,N.S.,1
35 to 39 years,39 years,N.S.,0
35 to 39 years,39 years,N.S.,1
35 to 39 years,39 years,N.S.,0
35 to 39 years,39 years,N.B.,0
35 to 39 years,39 years,N.B.,0
35 to 39 years,39 years,N.B.,0
35 to 39 years,39 years,N.B.,0
35 to 39 years,39 years,N.B.,1
35 to 39 years,39 years,N.B.,0
35 to 39 years,39 years,N.B.,1
35 to 39 years,39 years,N.B.,0
35 to 39 years,39 years,N.B.,0
35 to 39 years,39 years,N.B.,0
35 to 39 years,39 years,Que.,0
35 to 39 years,39 years,Que.,0
35 to 39 years,39 years,Que.,0
35 to 39 years,39 years,Que.,0
35 to 39 years,39 years,Que.,0
35 to 39 years,39 years,Que.,0
35 to 39 years,39 years,Que.,0
35 to 39 years,39 years,Que.,0
35 to 39 years,39 years,Que.,0
35 to 39 years,39 years,Que.,0
35 to 39 years,39 years,Ont.,0
35 to 39 years,39 years,Ont.,0
35 to 39 years,39 years,Ont.,0
35 to 39 years,39 years,Ont.,0
35 to 39 years,39 years,Ont.,0
35 to 39 years,39 years,Ont.,0
35 to 39 years,39 years,Ont.,0
35 to 39 years,39 years,Ont.,0
35 to 39 years,39 years,Ont.,0
35 to 39 years,39 years,Ont.,0
35 to 39 years,39 years,Man.,0
35 to 39 years,39 years,Man.,0
35 to 39 years,39 years,Man.,0
35 to 39 years,39 years,Man.,0
35 to 39 years,39 years,Man.,0
35 to 39 years,39 years,Man.,0
35 to 39 years,39 years,Man.,0
35 to 39 years,39 years,Man.,0
35 to 39 years,39 years,Man.,0
35 to 39 years,39 years,Man.,0
35 to 39 years,39 years,Sask.,0
35 to 39 years,39 years,Sask.,0
35 to 39 years,39 years,Sask.,0
35 to 39 years,39 years,Sask.,1
35 to 39 years,39 years,Sask.,0
35 to 39 years,39 years,Sask.,0
35 to 39 years,39 years,Sask.,0
35 to 39 years,39 years,Sask.,0
35 to 39 years,39 years,Sask.,0
35 to 39 years,39 years,Sask.,0
35 to 39 years,39 years,Alta.,0
35 to 39 years,39 years,Alta.,0
35 to 39 years,39 years,Alta.,0
35 to 39 years,39 years,Alta.,0
35 to 39 years,39 years,Alta.,0
35 to 39 years,39 years,Alta.,0
35 to 39 years,39 years,Alta.,0
35 to 39 years,39 years,Alta.,0
35 to 39 years,39 years,Alta.,0
35 to 39 years,39 years,Alta.,0
35 to 39 years,39 years,B.C.,0
35 to 39 years,39 years,B.C.,0
35 to 39 years,39 years,B.C.,0
35 to 39 years,39 years,B.C.,0
35 to 39 years,39 years,B.C.,0
35 to 39 years,39 years,B.C.,0
35 to 39 years,39 years,B.C.,0
35 to 39 years,39 years,B.C.,0
35 to 39 years,39 years,B.C.,0
35 to 39 years,39 years,B.C.,0
35 to 39 years,39 years,Y.T.,0
35 to 39 years,39 years,Y.T.,0
35 to 39 years,39 years,Y.T.,0
35 to 39 years,39 years,Y.T.,0
35 to 39 years,39 years,Y.T.,0
35 to 39 years,39 years,Y.T.,0
35 to 39 years,39 years,Y.T.,0
35 to 39 years,39 years,Y.T.,0
35 to 39 years,39 years,Y.T.,1
35 to 39 years,39 years,Y.T.,0
35 to 39 years,39 years,N.W.T.,0
35 to 39 years,39 years,N.W.T.,0
35 to 39 years,39 years,N.W.T.,0
35 to 39 years,39 years,N.W.T.,0
35 to 39 years,39 years,N.W.T.,0
35 to 39 years,39 years,N.W.T.,0
35 to 39 years,39 years,N.W.T.,0
35 to 39 years,39 years,N.W.T.,0
35 to 39 years,39 years,N.W.T.,0
35 to 39 years,39 years,N.W.T.,0
35 to 39 years,40 years,N.L.,0
35 to 39 years,40 years,N.L.,0
35 to 39 years,40 years,N.L.,0
35 to 39 years,40 years,N.L.,0
35 to 39 years,40 years,N.L.,0
35 to 39 years,40 years,N.L.,0
35 to 39 years,40 years,N.L.,0
35 to 39 years,40 years,N.L.,0
35 to 39 years,40 years,N.L.,0
35 to 39 years,40 years,N.L.,0
35 to 39 years,40 years,P.E.I.,1
35 to 39 years,40 years,P.E.I.,0
35 to 39 years,40 years,P.E.I.,0
35 to 39 years,40 years,P.E.I.,0
35 to 39 years,40 years,P.E.I.,0
35 to 39 years,40 years,P.E.I.,0
35 to 39 years,40 years,P.E.I.,0
35 to 39 years,40 years,P.E.I.,0
35 to 39 years,40 years,P.E.I.,0
35 to 39 years,40 years,P.E.I.,0
35 to 39 years,40 years,N.S.,0
35 to 39 years,40 years,N.S.,0
35 to 39 years,40 years,N.S.,0
35 to 39 years,40 years,N.S.,0
35 to 39 years,40 years,N.S.,0
35 to 39 years,40 years,N.S.,0
35 to 39 years,40 years,N.S.,1
35 to 39 years,40 years,N.S.,0
35 to 39 years,40 years,N.S.,1
35 to 39 years,40 years,N.S.,0
35 to 39 years,40 years,N.B.,0
35 to 39 years,40 years,N.B.,0
35 to 39 years,40 years,N.B.,0
35 to 39 years,40 years,N.B.,1
35 to 39 years,40 years,N.B.,0
35 to 39 years,40 years,N.B.,0
35 to 39 years,40 years,N.B.,0
35 to 39 years,40 years,N.B.,0
35 to 39 years,40 years,N.B.,0
35 to 39 years,40 years,N.B.,0
35 to 39 years,40 years,Que.,0
35 to 39 years,40 years,Que.,0
35 to 39 years,40 years,Que.,0
35 to 39 years,40 years,Que.,0
35 to 39 years,40 years,Que.,0
35 to 39 years,40 years,Que.,0
35 to 39 years,40 years,Que.,0
35 to 39 years,40 years,Que.,0
35 to 39 years,40 years,Que.,0
35 to 39 years,40 years,Que.,0
35 to 39 years,40 years,Ont.,0
35 to 39 years,40 years,Ont.,0
35 to 39 years,40 years,Ont.,0
35 to 39 years,40 years,Ont.,0
35 to 39 years,40 years,Ont.,0
35 to 39 years,40 years,Ont.,1
35 to 39 years,40 years,Ont.,0
35 to 39 years,40 years,Ont.,1
35 to 39 years,40 years,Ont.,0
35 to 39 years,40 years,Ont.,0
35 to 39 years,40 years,Man.,0
35 to 39 years,40 years,Man.,0
35 to 39 years,40 years,Man.,0
35 to 39 years,40 years,Man.,1
35 to 39 years,40 years,Man.,0
35 to 39 years,40 years,Man.,0
35 to 39 years,40 years,Man.,1
35 to 39 years,40 years,Man.,0
35 to 39 years,40 years,Man.,1
35 to 39 years,40 years,Man.,0
35 to 39 years,40 years,Sask.,0
35 to 39 years,40 years,Sask.,0
35 to 39 years,40 years,Sask.,0
35 to 39 years,40 years,Sask.,0
35 to 39 years,40 years,Sask.,0
35 to 39 years,40 years,Sask.,0
35 to 39 years,40 years,Sask.,0
35 to 39 years,40 years,Sask.,0
35 to 39 years,40 years,Sask.,0
35 to 39 years,40 years,Sask.,0
35 to 39 years,40 years,Alta.,0
35 to 39 years,40 years,Alta.,0
35 to 39 years,40 years,Alta.,0
35 to 39 years,40 years,Alta.,0
35 to 39 years,40 years,Alta.,0
35 to 39 years,40 years,Alta.,0
35 to 39 years,40 years,Alta.,0
35 to 39 years,40 years,Alta.,1
35 to 39 years,40 years,Alta.,0
35 to 39 years,40 years,Alta.,0
35 to 39 years,40 years,B.C.,0
35 to 39 years,40 years,B.C.,0
35 to 39 years,40 years,B.C.,0
35 to 39 years,40 years,B.C.,0
35 to 39 years,40 years,B.C.,1
35 to 39 years,40 years,B.C.,0
35 to 39 years,40 years,B.C.,0
35 to 39 years,40 years,B.C.,0
35 to 39 years,40 years,B.C.,0
35 to 39 years,40 years,B.C.,0
35 to 39 years,40 years,Y.T.,1
35 to 39 years,40 years,Y.T.,0
35 to 39 years,40 years,Y.T.,0
35 to 39 years,40 years,Y.T.,0
35 to 39 years,40 years,Y.T.,0
35 to 39 years,40 years,Y.T.,0
35 to 39 years,40 years,Y.T.,0
35 to 39 years,40 years,Y.T.,0
35 to 39 years,40 years,Y.T.,0
35 to 39 years,40 years,Y.T.,0
35 to 39 years,40 years,N.W.T.,0
35 to 39 years,40 years,N.W.T.,0
35 to 39 years,40 years,N.W.T.,0
35 to 39 years,40 years,N.W.T.,0
35 to 39 years,40 years,N.W.T.,0
35 to 39 years,40 years,N.W.T.,0
35 to 39 years,40 years,N.W.T.,0
35 to 39 years,40 years,N.W.T.,1
35 to 39 years,40 years,N.W.T.,0
35 to 39 years,40 years,N.W.T.,0
35 to 39 years,41 years,N.L.,0
35 to 39 years,41 years,N.L.,0
35 to 39 years,41 years,N.L.,0
35 to 39 years,41 years,N.L.,0
35 to 39 years,41 years,N.L.,0
35 to 39 years,41 years,N.L.,0
35 to 39 years,41 years,N.L.,0
35 to 39 years,41 years,N.L.,0
35 to 39 years,41 years,N.L.,0
35 to 39 years,41 years,N.L.,0
35 to 39 years,41 years,P.E.I.,0
35 to 39 years,41 years,P.E.I.,0
35 to 39 years,41 years,P.E.I.,0
35 to 39 years,41 years,P.E.I.,0
35 to 39 years,41 years,P.E.I.,0
35 to 39 years,41 years,P.E.I.,0
35 to 39 years,41 years,P.E.I.,0
35 to 39 years,41 years,P.E.I.,0
35 to 39 years,41 years,P.E.I.,0
35 to 39 years,41 years,P.E.I.,0
35 to 39 years,41 years,N.S.,0
35 to 39 years,41 years,N.S.,0
35 to 39 years,41 years,N.S.,0
35 to 39 years,41 years,N.S.,1
35 to 39 years,41 years,N.S.,0
35 to 39 years,41 years,N.S.,0
35 to 39 years,41 years,N.S.,0
35 to 39 years,41 years,N.S.,0
35 to 39 years,41 years,N.S.,0
35 to 39 years,41 years,N.S.,0
35 to 39 years,41 years,N.B.,0
35 to 39 years,41 years,N.B.,0
35 to 39 years,41 years,N.B.,0
35 to 39 years,41 years,N.B.,0
35 to 39 years,41 years,N.B.,0
35 to 39 years,41 years,N.B.,0
35 to 39 years,41 years,N.B.,0
35 to 39 years,41 years,N.B.,0
35 to 39 years,41 years,N.B.,0
35 to 39 years,41 years,N.B.,0
35 to 39 years,41 years,Que.,0
35 to 39 years,41 years,Que.,0
35 to 39 years,41 years,Que.,1
35 to 39 years,41 years,Que.,0
35 to 39 years,41 years,Que.,0
35 to 39 years,41 years,Que.,0
35 to 39 years,41 years,Que.,0
35 to 39 years,41 years,Que.,0
35 to 39 years,41 years,Que.,0
35 to 39 years,41 years,Que.,0
35 to 39 years,41 years,Ont.,0
35 to 39 years,41 years,Ont.,1
35 to 39 years,41 years,Ont.,0
35 to 39 years,41 years,Ont.,0
35 to 39 years,41 years,Ont.,0
35 to 39 years,41 years,Ont.,1
35 to 39 years,41 years,Ont.,0
35 to 39 years,41 years,Ont.,0
35 to 39 years,41 years,Ont.,1
35 to 39 years,41 years,Ont.,0
35 to 39 years,41 years,Man.,0
35 to 39 years,41 years,Man.,0
35 to 39 years,41 years,Man.,0
35 to 39 years,41 years,Man.,0
35 to 39 years,41 years,Man.,0
35 to 39 years,41 years,Man.,0
35 to 39 years,41 years,Man.,1
35 to 39 years,41 years,Man.,0
35 to 39 years,41 years,Man.,0
35 to 39 years,41 years,Man.,0
35 to 39 years,41 years,Sask.,0
35 to 39 years,41 years,Sask.,0
35 to 39 years,41 years,Sask.,0
35 to 39 years,41 years,Sask.,1
35 to 39 years,41 years,Sask.,0
35 to 39 years,41 years,Sask.,0
35 to 39 years,41 years,Sask.,0
35 to 39 years,41 years,Sask.,0
35 to 39 years,41 years,Sask.,0
35 to 39 years,41 years,Sask.,0
35 to 39 years,41 years,Alta.,0
35 to 39 years,41 years,Alta.,0
35 to 39 years,41 years,Alta.,0
35 to 39 years,41 years,Alta.,0
35 to 39 years,41 years,Alta.,0
35 to 39 years,41 years,Alta.,0
35 to 39 years,41 years,Alta.,0
35 to 39 years,41 years,Alta.,0
35 to 39 years,41 years,Alta.,0
35 to 39 years,41 years,Alta.,0
35 to 39 years,41 years,B.C.,0
35 to 39 years,41 years,B.C.,0
35 to 39 years,41 years,B.C.,1
35 to 39 years,41 years,B.C.,1
35 to 39 years,41 years,B.C.,0
35 to 39 years,41 years,B.C.,0
35 to 39 years,41 years,B.C.,0
35 to 39 years,41 years,B.C.,1
35 to 39 years,41 years,B.C.,0
35 to 39 years,41 years,B.C.,0
35 to 39 years,41 years,Y.T.,0
35 to 39 years,41 years,Y.T.,0
35 to 39 years,41 years,Y.T.,0
35 to 39 years,41 years,Y.T.,0
35 to 39 years,41 years,Y.T.,0
35 to 39 years,41 years,Y.T.,0
35 to 39 years,41 years,Y.T.,0
35 to 39 years,41 years,Y.T.,0
35 to 39 years,41 years,Y.T.,0
35 to 39 years,41 years,Y.T.,0
35 to 39 years,41 years,N.W.T.,0
35 to 39 years,41 years,N.W.T.,0
35 to 39 years,41 years,N.W.T.,0
35 to 39 years,41 years,N.W.T.,0
35 to 39 years,41 years,N.W.T.,0
35 to 39 years,41 years,N.W.T.,0
35 to 39 years,41 years,N.W.T.,0
35 to 39 years,41 years,N.W.T.,0
35 to 39 years,41 years,N.W.T.,0
35 to 39 years,41 years,N.W.T.,1
35 to 39 years,42 years,N.L.,0
35 to 39 years,42 years,N.L.,0
35 to 39 years,42 years,N.L.,0
35 to 39 years,42 years,N.L.,0
35 to 39 years,42 years,N.L.,0
35 to 39 years,42 years,N.L.,1
35 to 39 years,42 years,N.L.,0
35 to 39 years,42 years,N.L.,0
35 to 39 years,42 years,N.L.,0
35 to 39 years,42 years,N.L.,0
35 to 39 years,42 years,P.E.I.,0
35 to 39 years,42 years,P.E.I.,0
35 to 39 years,42 years,P.E.I.,0
35 to 39 years,42 years,P.E.I.,0
35 to 39 years,42 years,P.E.I.,0
35 to 39 years,42 years,P.E.I.,1
35 to 39 years,42 years,P.E.I.,0
35 to 39 years,42 years,P.E.I.,0
35 to 39 years,42 years,P.E.I.,0
35 to 39 years,42 years,P.E.I.,0
35 to 39 years,42 years,N.S.,0
35 to 39 years,42 years,N.S.,0
35 to 39 years,42 years,N.S.,0
35 to 39 years,42 years,N.S.,0
35 to 39 years,42 years,N.S.,0
35 to 39 years,42 years,N.S.,0
35 to 39 years,42 years,N.S.,1
35 to 39 years,42 years,N.S.,0
35 to 39 years,42 years,N.S.,0
35 to 39 years,42 years,N.S.,0
35 to 39 years,42 years,N.B.,0
35 to 39 years,42 years,N.B.,1
35 to 39 years,42 years,N.B.,1
35 to 39 years,42 years,N.B.,0
35 to 39 years,42 years,N.B.,0
35 to 39 years,42 years,N.B.,0
35 to 39 years,42 years,N.B.,0
35 to 39 years,42 years,N.B.,0
35 to 39 years,42 years,N.B.,0
35 to 39 years,42 years,N.B.,0
35 to 39 years,42 years,Que.,0
35 to 39 years,42 years,Que.,0
35 to 39 years,42 years,Que.,0
35 to 39 years,42 years,Que.,0
35 to 39 years,42 years,Que.,1
35 to 39 years,42 years,Que.,0
35 to 39 years,42 years,Que.,0
35 to 39 years,42 years,Que.,0
35 to 39 years,42 years,Que.,1
35 to 39 years,42 years,Que.,0
35 to 39 years,42 years,Ont.,0
35 to 39 years,42 years,Ont.,0
35 to 39 years,42 years,Ont.,0
35 to 39 years,42 years,Ont.,0
35 to 39 years,42 years,Ont.,0
35 to 39 years,42 years,Ont.,0
35 to 39 years,42 years,Ont.,0
35 to 39 years,42 years,Ont.,1
35 to 39 years,42 years,Ont.,0
35 to 39 years,42 years,Ont.,0
35 to 39 years,42 years,Man.,0
35 to 39 years,42 years,Man.,0
35 to 39 years,42 years,Man.,0
35 to 39 years,42 years,Man.,0
35 to 39 years,42 years,Man.,0
35 to 39 years,42 years,Man.,0
35 to 39 years,42 years,Man.,0
35 to 39 years,42 years,Man.,0
35 to 39 years,42 years,Man.,0
35 to 39 years,42 years,Man.,0
35 to 39 years,42 years,Sask.,0
35 to 39 years,42 years,Sask.,0
35 to 39 years,42 years,Sask.,1
35 to 39 years,42 years,Sask.,0
35 to 39 years,42 years,Sask.,1
35 to 39 years,42 years,Sask.,0
35 to 39 years,42 years,Sask.,0
35 to 39 years,42 years,Sask.,0
35 to 39 years,42 years,Sask.,0
35 to 39 years,42 years,Sask.,1
35 to 39 years,42 years,Alta.,0
35 to 39 years,42 years,Alta.,1
35 to 39 years,42 years,Alta.,0
35 to 39 years,42 years,Alta.,0
35 to 39 years,42 years,Alta.,0
35 to 39 years,42 years,Alta.,0
35 to 39 years,42 years,Alta.,0
35 to 39 years,42 years,Alta.,0
35 to 39 years,42 years,Alta.,0
35 to 39 years,42 years,Alta.,0
35 to 39 years,42 years,B.C.,0
35 to 39 years,42 years,B.C.,0
35 to 39 years,42 years,B.C.,0
35 to 39 years,42 years,B.C.,0
35 to 39 years,42 years,B.C.,0
35 to 39 years,42 years,B.C.,0
35 to 39 years,42 years,B.C.,0
35 to 39 years,42 years,B.C.,0
35 to 39 years,42 years,B.C.,1
35 to 39 years,42 years,B.C.,0
35 to 39 years,42 years,Y.T.,1
35 to 39 years,42 years,Y.T.,0
35 to 39 years,42 years,Y.T.,0
35 to 39 years,42 years,Y.T.,0
35 to 39 years,42 years,Y.T.,0
35 to 39 years,42 years,Y.T.,0
35 to 39 years,42 years,Y.T.,0
35 to 39 years,42 years,Y.T.,0
35 to 39 years,42 years,Y.T.,0
35 to 39 years,42 years,Y.T.,0
35 to 39 years,42 years,N.W.T.,0
35 to 39 years,42 years,N.W.T.,0
35 to 39 years,42 years,N.W.T.,0
35 to 39 years,42 years,N.W.T.,0
35 to 39 years,42 years,N.W.T.,0
35 to 39 years,42 years,N.W.T.,0
35 to 39 years,42 years,N.W.T.,0
35 to 39 years,42 years,N.W.T.,0
35 to 39 years,42 years,N.W.T.,0
35 to 39 years,42 years,N.W.T.,0
35 to 39 years,43 years,N.L.,0
35 to 39 years,43 years,N.L.,0
35 to 39 years,43 years,N.L.,0
35 to 39 years,43 years,N.L.,0
35 to 39 years,43 years,N.L.,0
35 to 39 years,43 years,N.L.,0
35 to 39 years,43 years,N.L.,0
35 to 39 years,43 years,N.L.,0
35 to 39 years,43 years,N.L.,0
35 to 39 years,43 years,N.L.,0
35 to 39 years,43 years,P.E.I.,0
35 to 39 years,43 years,P.E.I.,0
35 to 39 years,43 years,P.E.I.,0
35 to 39 years,43 years,P.E.I.,0
35 to 39 years,43 years,P.E.I.,0
35 to 39 years,43 years,P.E.I.,0
35 to 39 years,43 years,P.E.I.,0
35 to 39 years,43 years,P.E.I.,0
35 to 39 years,43 years,P.E.I.,0
35 to 39 years,43 years,P.E.I.,0
35 to 39 years,43 years,N.S.,0
35 to 39 years,43 years,N.S.,0
35 to 39 years,43 years,N.S.,0
35 to 39 years,43 years,N.S.,0
35 to 39 years,43 years,N.S.,0
35 to 39 years,43 years,N.S.,0
35 to 39 years,43 years,N.S.,0
35 to 39 years,43 years,N.S.,0
35 to 39 years,43 years,N.S.,0
35 to 39 years,43 years,N.S.,0
35 to 39 years,43 years,N.B.,1
35 to 39 years,43 years,N.B.,0
35 to 39 years,43 years,N.B.,0
35 to 39 years,43 years,N.B.,0
35 to 39 years,43 years,N.B.,0
35 to 39 years,43 years,N.B.,0
35 to 39 years,43 years,N.B.,1
35 to 39 years,43 years,N.B.,1
35 to 39 years,43 years,N.B.,0
35 to 39 years,43 years,N.B.,0
35 to 39 years,43 years,Que.,0
35 to 39 years,43 years,Que.,0
35 to 39 years,43 years,Que.,0
35 to 39 years,43 years,Que.,0
35 to 39 years,43 years,Que.,0
35 to 39 years,43 years,Que.,0
35 to 39 years,43 years,Que.,0
35 to 39 years,43 years,Que.,0
35 to 39 years,43 years,Que.,0
35 to 39 years,43 years,Que.,0
35 to 39 years,43 years,Ont.,0
35 to 39 years,43 years,Ont.,0
35 to 39 years,43 years,Ont.,0
35 to 39 years,43 years,Ont.,0
35 to 39 years,43 years,Ont.,0
35 to 39 years,43 years,Ont.,0
35 to 39 years,43 years,Ont.,0
35 to 39 years,43 years,Ont.,0
35 to 39 years,43 years,Ont.,0
35 to 39 years,43 years,Ont.,0
35 to 39 years,43 years,Man.,1
35 to 39 years,43 years,Man.,0
35 to 39 years,43 years,Man.,0
35 to 39 years,43 years,Man.,0
35 to 39 years,43 years,Man.,0
35 to 39 years,43 years,Man.,0
35 to 39 years,43 years,Man.,0
35 to 39 years,43 years,Man.,0
35 to 39 years,43 years,Man.,0
35 to 39 years,43 years,Man.,0
35 to 39 years,43 years,Sask.,1
35 to 39 years,43 years,Sask.,0
35 to 39 years,43 years,Sask.,0
35 to 39 years,43 years,Sask.,0
35 to 39 years,43 years,Sask.,0
35 to 39 years,43 years,Sask.,0
35 to 39 years,43 years,Sask.,0
35 to 39 years,43 years,Sask.,0
35 to 39 years,43 years,Sask.,0
35 to 39 years,43 years,Sask.,1
35 to 39 years,43 years,Alta.,0
35 to 39 years,43 years,Alta.,0
35 to 39 years,43 years,Alta.,0
35 to 39 years,43 years,Alta.,0
35 to 39 years,43 years,Alta.,0
35 to 39 years,43 years,Alta.,0
35 to 39 years,43 years,Alta.,0
35 to 39 years,43 years,Alta.,1
35 to 39 years,43 years,Alta.,0
35 to 39 years,43 years,Alta.,0
35 to 39 years,43 years,B.C.,0
35 to 39 years,43 years,B.C.,0
35 to 39 years,43 years,B.C.,0
35 to 39 years,43 years,B.C.,0
35 to 39 years,43 years,B.C.,0
35 to 39 years,43 years,B.C.,1
35 to 39 years,43 years,B.C.,0
35 to 39 years,43 years,B.C.,0
35 to 39 years,43 years,B.C.,0
35 to 39 years,43 years,B.C.,0
35 to 39 years,43 years,Y.T.,1
35 to 39 years,43 years,Y.T.,0
35 to 39 years,43 years,Y.T.,0
35 to 39 years,43 years,Y.T.,0
35 to 39 years,43 years,Y.T.,0
35 to 39 years,43 years,Y.T.,0
35 to 39 years,43 years,Y.T.,0
35 to 39 years,43 years,Y.T.,0
35 to 39 years,43 years,Y.T.,0
35 to 39 years,43 years,Y.T.,0
35 to 39 years,43 years,N.W.T.,0
35 to 39 years,43 years,N.W.T.,0
35 to 39 years,43 years,N.W.T.,0
35 to 39 years,43 years,N.W.T.,0
35 to 39 years,43 years,N.W.T.,0
35 to 39 years,43 years,N.W.T.,1
35 to 39 years,43 years,N.W.T.,0
35 to 39 years,43 years,N.W.T.,0
35 to 39 years,43 years,N.W.T.,1
35 to 39 years,43 years,N.W.T.,0
35 to 39 years,44 years,N.L.,0
35 to 39 years,44 years,N.L.,0
35 to 39 years,44 years,N.L.,1
35 to 39 years,44 years,N.L.,0
35 to 39 years,44 years,N.L.,0
35 to 39 years,44 years,N.L.,0
35 to 39 years,44 years,N.L.,0
35 to 39 years,44 years,N.L.,0
35 to 39 years,44 years,N.L.,1
35 to 39 years,44 years,N.L.,0
35 to 39 years,44 years,P.E.I.,0
35 to 39 years,44 years,P.E.I.,0
35 to 39 years,44 years,P.E.I.,0
35 to 39 years,44 years,P.E.I.,0
35 to 39 years,44 years,P.E.I.,0
35 to 39 years,44 years,P.E.I.,0
35 to 39 years,44 years,P.E.I.,0
35 to 39 years,44 years,P.E.I.,1
35 to 39 years,44 years,P.E.I.,0
35 to 39 years,44 years,P.E.I.,0
35 to 39 years,44 years,N.S.,0
35 to 39 years,44 years,N.S.,0
35 to 39 years,44 years,N.S.,0
35 to 39 years,44 years,N.S.,0
35 to 39 years,44 years,N.S.,1
35 to 39 years,44 years,N.S.,0
35 to 39 years,44 years,N.S.,0
35 to 39 years,44 years,N.S.,0
35 to 39 years,44 years,N.S.,0
35 to 39 years,44 years,N.S.,0
35 to 39 years,44 years,N.B.,0
35 to 39 years,44 years,N.B.,0
35 to 39 years,44 years,N.B.,0
35 to 39 years,44 years,N.B.,1
35 to 39 years,44 years,N.B.,0
35 to 39 years,44 years,N.B.,0
35 to 39 years,44 years,N.B.,0
35 to 39 years,44 years,N.B.,0
35 to 39 years,44 years,N.B.,0
35 to 39 years,44 years,N.B.,0
35 to 39 years,44 years,Que.,0
35 to 39 years,44 years,Que.,1
35 to 39 years,44 years,Que.,0
35 to 39 years,44 years,Que.,1
35 to 39 years,44 years,Que.,0
35 to 39 years,44 years,Que.,0
35 to 39 years,44 years,Que.,0
35 to 39 years,44 years,Que.,0
35 to 39 years,44 years,Que.,0
35 to 39 years,44 years,Que.,0
35 to 39 years,44 years,Ont.,0
35 to 39 years,44 years,Ont.,0
35 to 39 years,44 years,Ont.,0
35 to 39 years,44 years,Ont.,0
35 to 39 years,44 years,Ont.,0
35 to 39 years,44 years,Ont.,0
35 to 39 years,44 years,Ont.,0
35 to 39 years,44 years,Ont.,0
35 to 39 years,44 years,Ont.,0
35 to 39 years,44 years,Ont.,1
35 to 39 years,44 years,Man.,0
35 to 39 years,44 years,Man.,0
35 to 39 years,44 years,Man.,0
35 to 39 years,44 years,Man.,0
35 to 39 years,44 years,Man.,0
35 to 39 years,44 years,Man.,0
35 to 39 years,44 years,Man.,0
35 to 39 years,44 years,Man.,0
35 to 39 years,44 years,Man.,1
35 to 39 years,44 years,Man.,0
35 to 39 years,44 years,Sask.,0
35 to 39 years,44 years,Sask.,0
35 to 39 years,44 years,Sask.,0
35 to 39 years,44 years,Sask.,0
35 to 39 years,44 years,Sask.,0
35 to 39 years,44 years,Sask.,0
35 to 39 years,44 years,Sask.,0
35 to 39 years,44 years,Sask.,0
35 to 39 years,44 years,Sask.,0
35 to 39 years,44 years,Sask.,0
